movie_id,title,release_date,release_year,rating,popularity,category,runtime,budget,revenue,director,overview,roi_percent
508943,Luca,2021-06-17,2021,7.8,12.9166,Fairy Tale,95,200000000,51074773,Enrico Casarosa,Luca and his best friend Alberto experience an unforgettable summer on the Italian Riviera. But all the fun is threatened by a deeply-held secret: they are sea monsters from another world just below the water’s surface.,-74.46
508947,Turning Red,2022-03-10,2022,7.3,26.1876,Fairy Tale,100,0,21813358,Domee Shi,"Thirteen-year-old Mei is experiencing the awkwardness of being a teenager with a twist – when she gets too excited, she transforms into a giant red panda.",
512200,Jumanji: The Next Level,2019-12-04,2019,6.9,10.0101,Fantasy Epic,123,125000000,801693929,Jake Kasdan,"As the gang return to Jumanji to rescue one of their own, they discover that nothing is as they expect. The players will have to brave parts unknown and unexplored in order to escape the world’s most dangerous game.",541.36
514754,Bao,2018-06-15,2018,7.6,2.0431,Fairy Tale,8,0,0,Domee Shi,"An aging Chinese mother suffering from empty nest syndrome gets another chance at motherhood when one of her dumplings springs to life as a lively, giggly dumpling boy.",
515195,Yesterday,2019-06-26,2019,6.7,6.3594,Fantasy Epic,116,26000000,154608856,Danny Boyle,A struggling musician realizes he's the only person on Earth who can remember The Beatles after waking up in an alternate reality where the group was forgotten.,494.65
515841,I Am Not an Easy Man,2018-04-13,2018,6.2,1.6101,Fantasy Epic,98,0,0,Eléonore Pourriat,"The chauvinist Damien wakes up in a world where women and men have their roles reversed in society, and everything is dominated by women.",
517302,Hatching,2022-03-04,2022,6.3,2.103,Dark Fantasy,87,3896000,508000,Hanna Bergholm,"12 year old Tinja is desperate to please her mother, a woman obsessed with presenting the image of a perfect family. One night, Tinja finds a strange egg. What hatches is beyond belief.",-86.96
517839,Border,2018-09-27,2018,6.7,2.2117,Fantasy Epic,110,0,2000000,Ali Abbasi,"When a border guard with a sixth sense for identifying smugglers encounters the first person she cannot prove is guilty, she is forced to confront terrifying revelations about herself and humankind.",
518068,Along with the Gods: The Last 49 Days,2018-08-01,2018,8.0,5.7149,Dark Fantasy,141,18300000,112790210,Kim Yong-hwa,"As the deceased soul Ja-hong and his three afterlife guardians prepare for their remaining trials for reincarnation, the guardians soon come face to face with the truth of their tragic time on Earth 1,000 years earlier.",516.34
521034,The Secret Garden,2020-07-08,2020,6.3,5.2991,Fantasy Epic,100,0,8721243,Marc Munden,"Mary Lennox is born in India to wealthy British parents who never wanted her. When her parents suddenly die, she is sent back to England to live with her uncle. She meets her sickly cousin, and the two children find a wondrous secret garden lost in the grounds of Misselthwaite Manor.",
524216,The Mortuary Collection,2020-09-25,2020,6.7,5.3568,Dark Fantasy,108,0,107629,Ryan Spindell,"In the phantasmagorical town of Raven's End, a misguided young girl takes refuge in a decrepit old mortuary. The eccentric undertaker chronicles the strange history of the town through a series of twisted tales, each more terrifying than the last, but the young girl's world is unhinged when she discovers that the final story... is her own.",
526050,Little,2019-04-04,2019,6.9,4.8658,Fantasy Epic,108,20000000,17399000,Tina Gordon,"Jordan Sanders, a take-no-prisoners tech mogul, wakes up one morning in the body of her 13-year-old self right before a do-or-die presentation. Her beleaguered assistant April is the only one in on the secret that her daily tormentor is now trapped in an awkward tween body, just as everything is on the line.",-13.01
526051,Look Away,2018-10-12,2018,6.6,8.3891,Dark Fantasy,103,0,1119537,Assaf Bernstein,A timid and socially alienated 17-year-old high school student's life is turned upside down when she switches places with her sinister mirror image.,
526896,Morbius,2022-03-30,2022,5.9,8.9895,Sword and Sorcery,105,75000000,167635712,Daniel Espinosa,"Dangerously ill with a rare blood disorder, and determined to save others suffering his same fate, Dr. Michael Morbius attempts a desperate gamble. What at first appears to be a radical success soon reveals itself to be a remedy potentially worse than the disease.",123.51
527261,The Silence,2019-05-16,2019,6.0,6.3541,Dark Fantasy,91,0,2325977,John R. Leonetti,"With the world under attack by deadly creatures who hunt by sound, a teen and her family seek refuge outside the city and encounter a mysterious cult.",
527435,The Christmas Chronicles,2018-11-22,2018,7.2,7.765,Fantasy Epic,104,0,0,Clay Kaytis,"Siblings Kate and Teddy try to prove Santa Claus is real, but when they accidentally cause his sleigh to crash, they have to save Christmas.",
527774,Raya and the Last Dragon,2021-03-03,2021,7.8,11.9174,Fairy Tale,107,100000000,130423032,Don Hall,"Long ago, in the fantasy world of Kumandra, humans and dragons lived together in harmony. But when an evil force threatened the land, the dragons sacrificed themselves to save humanity. Now, 500 years later, that same evil has returned and it’s up to a lone warrior, Raya, to track down the legendary last dragon to restore the fractured land and its divided people.",30.42
529203,The Croods: A New Age,2020-11-25,2020,7.4,7.7959,Fairy Tale,95,65000000,215905815,Joel Crawford,"Searching for a safer habitat, the prehistoric Crood family discovers an idyllic, walled-in paradise that meets all of its needs. Unfortunately, they must also learn to live with the Bettermans -- a family that's a couple of steps above the Croods on the evolutionary ladder. As tensions between the new neighbors start to rise, a new threat soon propels both clans on an epic adventure that forces them to embrace their differences, draw strength from one another, and survive together.",232.16
529216,Mirage,2018-11-30,2018,7.5,5.834,Dark Fantasy,129,0,17325485,Oriol Paulo,"During a mysterious thunderstorm, Vera, a young mother, manages to save a life in danger, but her good deed causes a disturbing chain of unexpected consequences.",
530081,The Man Who Killed Hitler and Then the Bigfoot,2019-02-08,2019,5.4,2.1093,Fantasy Epic,96,0,3822,Robert D. Krzykowski,"Decades after serving in WWII and assassinating Adolf Hitler, a legendary American war veteran must now hunt down the fabled Bigfoot.",
531219,Roald Dahl's The Witches,2020-10-26,2020,6.3,11.0914,Dark Fantasy,104,0,29303571,Robert Zemeckis,"In late 1967, a young orphaned boy goes to live with his loving grandma in the rural Alabama town of Demopolis. As the boy and his grandmother encounter some deceptively glamorous but thoroughly diabolical witches, she wisely whisks him away to a seaside resort. Regrettably, they arrive at precisely the same time that the world's Grand High Witch has gathered.",
532067,KONOSUBA – God's blessing on this wonderful world! Legend of Crimson,2019-08-30,2019,8.0,5.2534,Fantasy Epic,90,0,5078942,Takaomi Kanasaki,"After receiving a warning that Yunyun's hometown is in danger, Kazuma's party is relieved to discover it's only a joke...until it isn't. The Demon King's general has just arrived to obtain The Mage Killer, a weapon with world-ending power.",
532639,Pinocchio,2022-09-07,2022,6.3,8.1454,Fantasy Epic,105,0,0,Robert Zemeckis,A wooden puppet embarks on a thrilling adventure to become a real boy.,
533514,Violet Evergarden: The Movie,2020-09-18,2020,8.3,8.2958,Fantasy Epic,140,0,20339624,Taichi Ishidate,"As the world moves on from the war and technological advances bring changes to her life, Violet still hopes to see her lost commanding officer again.",
537061,Steven Universe: The Movie,2019-10-07,2019,8.2,4.2559,Fairy Tale,83,0,0,Rebecca Sugar,"Two years after bringing peace to the galaxy, Steven Universe sees his past come back to haunt him in the form of a deranged Gem who wants to destroy the Earth.",
539517,Constantine: City of Demons - The Movie,2018-10-04,2018,7.7,6.4698,Dark Fantasy,90,0,0,Doug Murphy,"A decade after a tragic mistake, family man Chas Chandler and occult detective John Constantine set out to cure his daughter Trish from a mysterious supernatural coma.",
539537,Fantasy Island,2020-02-12,2020,5.8,2.7974,Dark Fantasy,109,7000000,49447308,Jeff Wadlow,"A group of contest winners arrive at an island hotel to live out their dreams, only to find themselves trapped in nightmare scenarios.",606.39
542224,Gretel & Hansel,2020-01-30,2020,6.0,5.7921,Dark Fantasy,87,5000000,22304357,Osgood Perkins,"A long time ago in a distant fairy tale countryside, a young girl leads her little brother into a dark wood in desperate search of food and work, only to stumble upon a nexus of terrifying evil.",346.09
547016,The Old Guard,2020-07-09,2020,7.1,5.2758,Sword and Sorcery,125,70000000,0,Gina Prince-Bythewood,Four undying warriors who've secretly protected humanity for centuries become targeted for their mysterious powers just as they discover a new immortal.,
550205,Wish Dragon,2021-01-15,2021,7.8,9.1801,Fairy Tale,99,0,25860000,Chris Appelhans,Determined teen Din is longing to reconnect with his childhood best friend when he meets a wish-granting dragon who shows him the magic of possibilities.,
555604,Guillermo del Toro's Pinocchio,2022-11-09,2022,8.0,8.0222,Fantasy Epic,117,35000000,0,Mark Gustafson,"During the rise of fascism in Mussolini's Italy, a wooden boy brought magically to life struggles to live up to his father's expectations.",
556694,Three Thousand Years of Longing,2022-08-24,2022,6.9,4.032,Fantasy Epic,108,60000000,20300000,George Miller,"A solitary scholar discovers an ancient bottle while on a trip to Istanbul and unleashes a djinn who offers her three wishes. Filled with reluctance, she is unable to come up with one, so the djinn tries to inspire her with his stories.",-66.17
556901,Teen Titans Go! vs. Teen Titans,2019-07-21,2019,7.5,5.0334,Fairy Tale,77,0,0,Jeff Mednikow,"The comedic modern-day quintet takes on their 2003 counterparts when villains from each of their worlds join forces to pit the two Titan teams against each other. They'll need to set aside their differences and work together to combat Trigon, Hexagon, Santa Claus (that's right, Santa!) and time itself in order to save the multiverse.",
559907,The Green Knight,2021-07-29,2021,6.6,7.5965,Fantasy Epic,130,15000000,18887953,David Lowery,"An epic fantasy adventure based on the timeless Arthurian legend, The Green Knight tells the story of Sir Gawain, King Arthur's reckless and headstrong nephew, who embarks on a daring quest to confront the eponymous Green Knight, a gigantic emerald-skinned stranger and tester of men.",25.92
560044,The Willoughbys,2020-04-22,2020,7.0,6.3127,Fairy Tale,92,0,0,Kris Pearn,"When the four Willoughby children are abandoned by their selfish parents, they must learn how to adapt their Old-Fashioned values to the contemporary world in order to create something new: The Modern Family.",
560050,Over the Moon,2020-10-16,2020,7.2,4.6163,Fairy Tale,95,0,0,Glen Keane,"Fueled by memories of her mother, resourceful Fei Fei builds a rocket to the moon on a mission to prove the existence of a legendary moon goddess.",
560057,The Sea Beast,2022-06-24,2022,7.3,9.3596,Fairy Tale,115,0,0,Chris Williams,"When a young girl stows away on the ship of a legendary sea monster hunter, they launch an epic journey into uncharted waters — and make history to boot.",
566525,Shang-Chi and the Legend of the Ten Rings,2021-09-01,2021,7.5,11.8932,Sword and Sorcery,132,150000000,432243292,Destin Daniel Cretton,Shang-Chi must confront the past he thought he left behind when he is drawn into the web of the mysterious Ten Rings organization.,188.16
568012,One Piece: Stampede,2019-01-03,2019,7.8,3.6796,Sword and Sorcery,101,0,81562741,Takashi Otsuka,"The world's boldest buccaneers set sail for the great Pirate Festival, where the Straw Hats join a mad-dash race to find Gol D. Roger's treasure. There's just one little problem: An old member of Roger's crew has a sinister score to settle.",
568124,Encanto,2021-10-13,2021,7.6,13.8875,Fairy Tale,102,150000000,261292688,Byron Howard,"The tale of an extraordinary family, the Madrigals, who live hidden in the mountains of Colombia, in a magical house, in a vibrant town, in a wondrous, charmed place called an Encanto. The magic of the Encanto has blessed every child in the family—every child except one, Mirabel. But when she discovers that the magic surrounding the Encanto is in danger, Mirabel decides that she, the only ordinary Madrigal, might just be her exceptional family's last hope.",74.2
568160,Weathering with You,2019-07-19,2019,8.0,7.9503,Fantasy Epic,112,11100000,192729404,Makoto Shinkai,"The summer of his high school freshman year, Hodaka runs away from his remote island home to Tokyo, and quickly finds himself pushed to his financial and personal limits. The weather is unusually gloomy and rainy every day, as if taking its cue from his life. After many days of solitude, he finally finds work as a freelance writer for a mysterious occult magazine. Then, one day, Hodaka meets Hina on a busy street corner. This bright and strong-willed girl possesses a strange and wonderful ability: the power to stop the rain and clear the sky.",1636.3
570131,Love at Second Sight,2019-01-18,2019,7.0,2.6662,Fantasy Epic,117,7950000,0,Hugo Gélin,"A man tries to make his wife fall in love with him again, after waking up in an alternate reality where she never knew him.",
571468,Freaks Out,2021-10-28,2021,7.3,1.7272,Fantasy Epic,141,12000000,3279079,Gabriele Mainetti,Four super-powered circus freaks find themselves trapped in war-torn Rome after their foster father is captured by the Nazis.,-72.67
571891,Pokémon the Movie: Mewtwo Strikes Back - Evolution,2019-07-12,2019,6.8,4.4404,Fairy Tale,98,0,26654184,Motonori Sakakibara,"After accepting an invitation from a mysterious trainer, Ash, Misty and Brock meet Mewtwo, an artificially created Pokémon who wants to do battle.",
572154,Rascal Does Not Dream of a Dreaming Girl,2019-06-15,2019,8.3,6.7352,Fantasy Epic,90,0,0,Soichi Masui,"In Fujisawa, Sakuta Azusagawa is in his second year of high school. Blissful days with his girlfriend and upperclassman, Mai Sakurajima, are interrupted by the appearance of his first crush, Shoko Makinohara.",
572802,Aquaman and the Lost Kingdom,2023-12-20,2023,6.5,13.7223,Sword and Sorcery,124,205000000,440181226,James Wan,"Black Manta seeks revenge on Aquaman for his father's death. Wielding the Black Trident's power, he becomes a formidable foe. To defend Atlantis, Arthur (Aquaman) forges an alliance with his imprisoned brother. They must protect the kingdom.",114.72
573699,White Snake,2019-01-11,2019,7.7,3.3391,Fantasy Epic,99,11936735,62098770,Amp Wong,"One day a young woman named Blanca is saved by Xuan, a snake catcher from a nearby village. As they set off an a journey to discover her real identity, the pair develop feelings for each other.",420.23
577242,Kaamelott: The First Chapter,2021-07-21,2021,6.6,2.4171,Fantasy Epic,120,17516235,19002036,Alexandre Astier,"Hidden in Rome, King Arthur is planning his return to oppose the army of his former friend Lancelot.",8.48
581389,Space Sweepers,2021-02-05,2021,7.1,2.8416,Fantasy Epic,136,21000000,24571,Jo Sung-hee,"When the crew of a space junk collector ship called The Victory discovers a humanoid robot named Dorothy that's known to be a weapon of mass destruction, they get involved in a risky business deal which puts their lives at stake.",-99.88
585083,Hotel Transylvania: Transformania,2022-01-31,2022,7.0,10.4152,Fairy Tale,92,75000000,18500000,Jennifer Kluska,"When Van Helsing's mysterious invention, the ""Monsterfication Ray,"" goes haywire, Drac and his monster pals are all transformed into humans, and Johnny becomes a monster. In their new mismatched bodies, Drac and Johnny must team up and race across the globe to find a cure before it's too late, and before they drive each other crazy.",-75.33
585245,Clifford the Big Red Dog,2021-11-10,2021,7.2,7.0097,Fantasy Epic,96,64000000,116586376,Walt Becker,"As Emily struggles to fit in at home and at school, she discovers a small red puppy who is destined to become her best friend. When Clifford magically undergoes one heck of a growth spurt, becomes a gigantic dog and attracts the attention of a genetics company, Emily and her Uncle Casey have to fight the forces of greed as they go on the run across New York City. Along the way, Clifford affects the lives of everyone around him and teaches Emily and her uncle the true meaning of acceptance and unconditional love.",82.17
585511,Luck,2022-08-05,2022,7.7,13.383,Fairy Tale,105,0,0,Peggy Holmes,"Suddenly finding herself in the never-before-seen Land of Luck, the unluckiest person in the world must unite with the magical creatures there to turn her luck around.",
586940,I Lost My Body,2019-11-06,2019,7.5,1.556,Fantasy Epic,81,0,0,Jérémy Clapin,"A story of Naoufel, a young man who is in love with Gabrielle. In another part of town, a severed hand escapes from a dissection lab, determined to find its body again.",
588921,Ainbo: Spirit of the Amazon,2021-02-09,2021,7.0,4.878,Fairy Tale,84,10000000,10237061,José Zelada,"An epic journey of a young hero and her Spirit Guides, 'Dillo' a cute and humorous armadillo and ""Vaca"" a goofy oversized tapir, who embark on a quest to save their home in the spectacular Amazon Rainforest.",2.37
590223,Love and Monsters,2020-10-16,2020,7.3,8.7629,Fantasy Epic,109,30000000,1122066,Michael Matthews,"Seven years since the Monsterpocalypse began, Joel Dawson has been living underground in order to survive. But after reconnecting over radio with his high school girlfriend Aimee, Joel decides to venture out to reunite with her, despite all the dangerous monsters that stand in his way.",-96.26
590995,The Craft: Legacy,2020-10-28,2020,6.1,7.4805,Dark Fantasy,94,18000000,2300000,Zoe Lister-Jones,An eclectic foursome of aspiring teenage witches get more than they bargained for as they lean into their newfound powers.,-87.22
592350,My Hero Academia: Heroes Rising,2019-12-20,2019,8.1,6.2527,Sword and Sorcery,104,0,30017163,Kenji Nagasaki,"Class 1-A visits Nabu Island where they finally get to do some real hero work. The place is so peaceful that it's more like a vacation... until they're attacked by a villain with an unfathomable Quirk! His power is eerily familiar, and it looks like Shigaraki had a hand in the plan. But with All Might retired and citizens' lives on the line, there's no time for questions. Deku and his friends are the next generation of heroes, and they're the island's only hope.",
592831,Megalopolis,2024-09-25,2024,5.2,3.9559,Fantasy Epic,138,120000000,14387154,Francis Ford Coppola,"In a futuristic New York known as New Rome, visionary architect Cesar Catilina dreams of building ""Megalopolis,"" a utopian city that redefines society’s limits. Opposing him is the corrupt Mayor Franklyn Cicero, who clings to power and profit. Between them stands Julia, the mayor’s daughter, whose love for Cesar forces her to choose between loyalty, ambition, and the fate of humanity.",-88.01
593910,Cinderella,2021-09-03,2021,6.3,6.8555,Fantasy Epic,112,0,42494,Kay Cannon,"Cinderella, an orphaned girl with an evil stepmother, has big dreams and with the help of her Fabulous Godmother, she perseveres to make them come true.",
594767,Shazam! Fury of the Gods,2023-03-15,2023,6.4,10.3068,Sword and Sorcery,130,110000000,134221819,David F. Sandberg,"Billy Batson and his foster siblings, who transform into superheroes by saying ""Shazam!"", are forced to get back into action and fight the Daughters of Atlas, who they must stop from using a weapon that could destroy the world.",22.02
599521,Z-O-M-B-I-E-S 2,2020-06-13,2020,7.5,5.2635,Fantasy Epic,84,0,0,Paul Hoen,"Zed and Addison are back at Seabrook High, where, after a groundbreaking semester, they continue to steer both their school and community toward unity. But the arrival of a new group of outsiders – mysterious werewolves – threatens to shake up the newfound peace and causes a rift in Zed and Addison’s budding romance.",
601796,Alienoid,2022-07-20,2022,6.8,5.9297,Sword and Sorcery,142,24500000,12109608,Choi Dong-hoon,"Gurus in the late Goryeo dynasty try to obtain a fabled, holy sword, and humans in 2022 hunt down an alien prisoner that is locked in a human's body. The two parties cross paths when a time-traveling portal opens up.",-50.57
602211,Fatman,2020-10-19,2020,5.6,3.2738,Sword and Sorcery,100,20000000,1651413,Ian Nelms,"A rowdy, unorthodox Santa Claus is fighting to save his declining business. Meanwhile, Billy, a neglected and precocious 12 year old, hires a hit man to kill Santa after receiving a lump of coal in his stocking.",-91.74
606117,A Cinderella Story: Christmas Wish,2019-10-15,2019,6.4,5.5663,Fantasy Epic,86,0,0,Michelle Johnston,"Kat is an aspiring singer-songwriter who dreams of making it big. However, her dreams are stalled by her reality: a conniving and cruel stepfamily  and a demoralizing job working as a singing elf at billionaire Terrence Wintergarden’s Santa Land.",
606234,Archive,2020-08-13,2020,6.3,6.4961,Dark Fantasy,109,0,243279,Gavin Rothery,"2038: George Almore is working on a true human-equivalent AI, and his latest prototype is almost ready. This sensitive phase is also the riskiest as he has a goal that must be hidden at all costs—being reunited with his dead wife.",
610892,Violet Evergarden: Eternity and the Auto Memory Doll,2019-09-06,2019,8.1,3.9957,Fantasy Epic,91,0,10841702,Haruka Fujita,"Violet Evergarden comes to a private women's academy to tutor Isabella in the ways of being a lady. Heir to the York family, Isabella feels trapped in this new and uncomfortable world. She still grieves for the only person to ever bring her happiness – now lost to her. Violet's lessons do give her a brief respite from the melancholy but with the absence of joy, how long does it take to truly heal?",
613080,Once Upon a Time in Bethlehem,2019-12-12,2019,6.1,0.7467,Fantasy Epic,100,6000000,0,Salvatore Ficarra,"A thief and a priest end up magically transported in the year 0's Palestine, where they'll have to make sure that the Nativity will follow its course.",
615453,Ne Zha,2019-07-26,2019,7.9,8.8429,Fantasy Epic,110,22000000,742718496,Jiao Zi,"A young boy is born as the reincarnation of a demonic power, into a society that hates and fears him. Destined by prophecy to bring destruction to the world, Nezha must choose between good and evil to see if he can change his fate.",3275.99
615666,A Boy Called Christmas,2021-11-24,2021,7.3,5.2393,Fantasy Epic,104,0,3700000,Gil Kenan,"An ordinary young boy called Nikolas sets out on an extraordinary adventure into the snowy north in search of his father who is on a quest to discover the fabled village of the elves, Elfhelm. Taking with him a headstrong reindeer called Blitzen and a loyal pet mouse, Nikolas soon meets his destiny in this magical and endearing story that proves nothing is impossible…",
615677,We Can Be Heroes,2020-12-25,2020,6.0,9.9772,Fantasy Epic,97,0,0,Robert Rodriguez,"When alien invaders capture Earth's superheroes, their kids must learn to work together to save their parents - and the planet.",
615774,Scooby-Doo! Return to Zombie Island,2019-09-03,2019,7.0,4.9225,Dark Fantasy,80,0,0,Cecilia Aranovich,"Scooby-Doo and his pals win an all-expense paid vacation and embark on a trip of a lifetime to a tropical paradise. Their destination however, turns out to be Zombie Island. As soon as they arrive, they realize the place looks strangely familiar and is reminiscent of a trip they took years ago, in which they became wrapped up in a mystery involving zombies. The gang soon learns that their trip to paradise comes with a price when the zombies re-emerge and attack their hotel. Will Scooby-Doo and the Mystery Inc. gang finally solve the mystery behind Zombie Island?",
616037,Thor: Love and Thunder,2022-07-06,2022,6.4,14.2384,Sword and Sorcery,119,250000000,760928081,Taika Waititi,"After his retirement is interrupted by Gorr the God Butcher, a galactic killer who seeks the extinction of the gods, Thor Odinson enlists the help of King Valkyrie, Korg, and ex-girlfriend Jane Foster, who now wields Mjolnir as the Mighty Thor. Together they embark upon a harrowing cosmic adventure to uncover the mystery of the God Butcher’s vengeance and stop him before it’s too late.",204.37
616747,Haunted Mansion,2023-07-26,2023,6.4,6.464,Fantasy Epic,123,157800000,117449790,Justin Simien,A woman and her son enlist a motley crew of so-called spiritual experts to help rid their home of supernatural squatters.,-25.57
618344,Justice League Dark: Apokolips War,2020-05-05,2020,8.2,8.3707,Sword and Sorcery,90,0,0,Matt Peters,"Earth is decimated after intergalactic tyrant Darkseid has devastated the Justice League in a poorly executed war by the DC Super Heroes. Now the remaining bastions of good – the Justice League, Teen Titans, Suicide Squad and assorted others – must regroup, strategize and take the war to Darkseid in order to save the planet and its surviving inhabitants.",
620249,The Legend of Hei,2019-08-27,2019,8.3,8.6008,Sword and Sorcery,102,0,48045728,MTJJ,"When cat spirit Luo Xiaohei's home is deforested by humans, he must find a new one. He runs into a group of other spirit creatures who take him under their wing with dreams of reconquering the land they say is rightfully theirs. However, they run into a human known as Wuxian who separates Luo Xiaohei from the other spirits and the two go on a journey, with the cat spirit learning to control his abilities as well as forming his own thoughts on whether or not he should ally with the spirits or the humans.",
621151,Spell,2020-10-30,2020,6.5,4.6798,Dark Fantasy,91,0,500104,Mark Tonderai,"A father survives a plane crash in rural Appalachia, but becomes suspicious of the elderly couple who take him in to nurse him back to health with the ancient remedies.",
621870,Secret Society of Second-Born Royals,2020-09-25,2020,6.6,5.8767,Sword and Sorcery,97,0,0,Anna Mastro,"Sam is a teenage royal rebel, second in line to the throne of the kingdom of Illyria. Just as her disinterest in the royal way of life is at an all-time high, she discovers she has super-human abilities and is invited to join a secret society of similar extraordinary second-born royals charged with keeping the world safe.",
622855,Jingle Jangle: A Christmas Journey,2020-11-06,2020,6.6,6.7148,Fantasy Epic,122,0,0,David E. Talbert,"An imaginary world comes to life in a holiday tale of an eccentric toymaker, his adventurous granddaughter, and a magical invention that has the power to change their lives forever.",
626412,Alienoid: Return to the Future,2024-01-10,2024,6.6,3.7205,Sword and Sorcery,122,0,10824208,Choi Dong-hoon,"Ean has a critical mission to return to the future to save everyone. However, she becomes trapped in the distant past while trying to prevent the escape of alien prisoners who are locked up in the bodies of humans. Meanwhile, Muruk, who helps Ean escape various predicaments, is unnerved when he begins sensing the presence of a strange being in his body. Traveling through the centuries, they are trying to prevent the explosion of the haava.",
634492,Madame Web,2024-02-14,2024,5.3,7.8943,Sword and Sorcery,117,80000000,100498764,S.J. Clarkson,"Forced to confront revelations about her past, paramedic Cassandra Webb forges a relationship with three young women destined for powerful futures...if they can all survive a deadly present.",25.62
635302,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,2020-10-16,2020,8.2,10.934,Sword and Sorcery,117,15700000,523542183,Haruo Sotozaki,"Tanjiro Kamado, joined with Inosuke Hashibira, a boy raised by boars who wears a boar's head, and Zenitsu Agatsuma, a scared boy who reveals his true power when he sleeps, boards the Infinity Train on a new mission with the Fire Hashira, Kyojuro Rengoku, to defeat a demon who has been tormenting the people and killing the demon slayers who oppose it!",3234.66
635910,The Last Voyage of the Demeter,2023-08-09,2023,6.8,7.2689,Dark Fantasy,119,45000000,21600000,André Øvredal,The crew of the merchant ship Demeter attempts to survive the ocean voyage from Carpathia to London as they are stalked each night by a merciless presence onboard the ship.,-52.0
638507,How to Train Your Dragon: Homecoming,2019-12-03,2019,8.0,8.0358,Fairy Tale,22,0,0,Tim Johnson,"It's been ten years since the dragons moved to the Hidden World, and even though Toothless doesn't live in New Berk anymore, Hiccup continues the holiday traditions he once shared with his best friend. But the Vikings of New Berk were beginning to forget about their friendship with dragons. Hiccup, Astrid, and Gobber know just what to do to keep the dragons in the villagers' hearts. And across the sea, the dragons have a plan of their own...",
638965,Mandibles,2021-05-19,2021,6.3,1.6811,Fantasy Epic,77,4900000,2044087,Quentin Dupieux,"When two simple-minded best friends find a giant fly trapped in the trunk of a stolen car, they decide to train it in hopes of striking it rich.",-58.28
639720,IF,2024-05-08,2024,7.0,11.2903,Fantasy Epic,104,110000000,190309707,John Krasinski,"After discovering she can see everyone's imaginary friends, a girl embarks on a magical adventure to reconnect forgotten imaginary friends with their kids.",73.01
639721,The Addams Family 2,2021-10-01,2021,6.9,5.9418,Fairy Tale,93,0,119815153,Conrad Vernon,The Addams get tangled up in more wacky adventures and find themselves involved in hilarious run-ins with all sorts of unsuspecting characters.,
639933,The Northman,2022-04-07,2022,7.0,11.3089,Sword and Sorcery,137,70000000,69633110,Robert Eggers,"Prince Amleth is on the verge of becoming a man when his father is brutally murdered by his uncle, who kidnaps the boy's mother. Two decades later, Amleth is now a Viking who's on a mission to save his mother, kill his uncle and avenge his father.",-0.52
640344,Me Against You: Mr. S's Vendetta,2020-01-17,2020,8.1,1.0506,Fantasy Epic,64,75000,9500000,Gianluca Leuzzi,"A young couple who makes popular YouTube videos for children sets out to win an award, but an evil mastermind stands in the way of their success.",12566.67
642885,Hocus Pocus 2,2022-09-27,2022,7.2,6.8031,Fantasy Epic,104,30000000,0,Anne Fletcher,"29 years since the Black Flame Candle was last lit, the 17th-century Sanderson sisters are resurrected, and they are looking for revenge. Now it's up to three high school students to stop the ravenous witches from wreaking a new kind of havoc on Salem before dawn on All Hallow's Eve.",
645757,That Christmas,2024-11-27,2024,7.2,5.9464,Fairy Tale,91,0,0,Simon Otto,It's an unforgettable Christmas for the townsfolk of Wellington-on-Sea when the worst snowstorm in history alters everyone's plans — including Santa's.,
649609,Renfield,2023-04-07,2023,6.5,7.0946,Dark Fantasy,93,65000000,26874347,Chris McKay,"Having grown sick and tired of his centuries as Dracula's lackey, Renfield finds a new lease on life — and maybe even redemption — when he falls for feisty, perennially angry traffic cop Rebecca Quincy.",-58.65
654028,The Christmas Chronicles: Part Two,2020-11-18,2020,6.5,4.7248,Fantasy Epic,112,0,0,Chris Columbus,"Kate Pierce is reluctantly spending Christmas with her mom’s new boyfriend and his son Jack. But when the North Pole and Christmas are threatened to be destroyed, Kate and Jack are unexpectedly pulled into a new adventure with Santa Claus.",
660942,The Innocents,2021-09-03,2021,6.9,2.9435,Dark Fantasy,117,3400000,322000,Eskil Vogt,"Four children become friends during the summer holidays, and out of sight of the adults they discover they have hidden powers. While exploring their newfound abilities in the nearby forests and playgrounds, their innocent play takes a dark turn and strange things begin to happen.",-90.53
662546,Godmothered,2020-12-04,2020,6.7,5.3947,Fantasy Epic,110,0,0,Sharon Maguire,"A young and unskilled fairy godmother that ventures out on her own to prove her worth by tracking down a young girl whose request for help was ignored. What she discovers is that the girl has now become a grown woman in need of something very different than a ""prince charming.""",
663558,New Gods: Nezha Reborn,2021-02-06,2021,8.1,4.9982,Sword and Sorcery,117,0,70000000,Zhao Ji,"While living as an ordinary deliveryman and motor racing fan, Nezha encounters old nemeses and must rediscover his powers to protect his loved ones.",
